model,menu_size,method,n,success,steps,wrong_tool_count,premature_action_count,avg_tools_per_step,gold_exposure_rate,no_visible_rate,risky_visible_count,unauthorized_risky_visible_count,input_tokens,output_tokens,total_tokens
openai.gpt-oss-120b-1:0,250,full_causal_path,210,0.20476190476190476,5.285714285714286,3.7857142857142856,0.0,45.577460317460314,0.9714285714285714,0.02857142857142857,59.49523809523809,48.11904761904762,21916.466666666667,1104.2047619047619,23020.67142857143
openai.gpt-oss-120b-1:0,250,keyword_top_10,210,0.42857142857142855,4.523809523809524,1.819047619047619,0.5,9.285714285714286,0.6523809523809524,0.07142857142857142,12.709523809523809,10.99047619047619,4400.333333333333,1135.047619047619,5535.380952380952
openai.gpt-oss-120b-1:0,250,keyword_top_5,210,0.35714285714285715,4.685714285714286,1.6857142857142857,1.2047619047619047,4.642857142857143,0.5297619047619048,0.07142857142857142,6.619047619047619,5.890476190476191,2677.4142857142856,1169.7761904761905,3847.190476190476
openai.gpt-oss-120b-1:0,250,state_aware,210,0.20952380952380953,5.357142857142857,3.8047619047619046,0.0,48.91095238095238,0.9714285714285714,0.02857142857142857,80.45238095238095,62.476190476190474,23535.490476190476,1140.1,24675.590476190475
us.amazon.nova-2-lite-v1:0,25,all_tools,210,0.014285714285714285,5.980952380952381,3.795238095238095,0.0,25.0,1.0,0.0,49.56190476190476,42.733333333333334,12663.05238095238,146.39523809523808,12809.44761904762
us.amazon.nova-2-lite-v1:0,25,cmtf,210,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,92.72380952380952,859.9238095238095
us.amazon.nova-2-lite-v1:0,25,full_causal_path,210,0.0,6.0,4.0476190476190474,0.0,4.991269841269841,1.0,0.0,2.4714285714285715,1.1428571428571428,3130.404761904762,131.94285714285715,3262.347619047619
us.amazon.nova-2-lite-v1:0,25,keyword_top_10,210,0.22857142857142856,5.3428571428571425,2.942857142857143,0.34285714285714286,10.0,0.7857142857142857,0.0,14.8,11.89047619047619,4939.785714285715,123.44285714285714,5063.228571428572
us.amazon.nova-2-lite-v1:0,25,keyword_top_5,210,0.2,5.4,2.342857142857143,1.3428571428571427,5.0,0.5857142857142857,0.0,6.857142857142857,5.742857142857143,2892.1285714285714,129.46190476190475,3021.5904761904762
us.amazon.nova-2-lite-v1:0,25,state_aware,210,0.0,6.0,4.038095238095238,0.0,4.992857142857143,1.0,0.0,2.5,1.1428571428571428,3131.3285714285716,132.10476190476192,3263.4333333333334
us.amazon.nova-2-lite-v1:0,100,all_tools,210,0.0,6.0,3.8714285714285714,0.0,100.0,1.0,0.0,199.71428571428572,154.04285714285714,48839.59523809524,168.07619047619048,49007.671428571426
us.amazon.nova-2-lite-v1:0,100,cmtf,210,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,92.17142857142858,859.3714285714286
us.amazon.nova-2-lite-v1:0,100,full_causal_path,210,0.0,6.0,3.9285714285714284,0.0,22.727777777777778,1.0,0.0,37.23809523809524,25.295238095238094,11781.795238095237,143.02857142857144,11924.82380952381
us.amazon.nova-2-lite-v1:0,100,keyword_top_10,210,0.22857142857142856,5.271428571428571,2.604761904761905,0.7047619047619048,10.0,0.6682539682539683,0.0,13.709523809523809,11.1,4916.866666666667,134.75714285714287,5051.6238095238095
us.amazon.nova-2-lite-v1:0,100,keyword_top_5,210,0.2,5.4,2.2285714285714286,1.4857142857142858,5.0,0.5460317460317461,0.0,7.2,6.095238095238095,2899.7809523809524,136.2904761904762,3036.0714285714284
us.amazon.nova-2-lite-v1:0,100,state_aware,210,0.0,6.0,3.9523809523809526,0.0,22.774603174603175,1.0,0.0,37.53333333333333,25.357142857142858,11804.057142857142,141.24285714285713,11945.3
us.amazon.nova-2-lite-v1:0,250,all_tools,210,0.0,6.0,3.9571428571428573,0.0,250.0,1.0,0.0,499.7142857142857,410.17619047619047,121137.73809523809,162.0,121299.73809523809
us.amazon.nova-2-lite-v1:0,250,cmtf,210,0.9714285714285714,3.257142857142857,0.0,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.5714285714285714,0.0,733.3428571428572,88.62380952380953,821.9666666666667
us.amazon.nova-2-lite-v1:0,250,full_causal_path,210,0.0,6.0,4.033333333333333,0.0,57.448412698412696,1.0,0.0,107.20476190476191,76.28571428571429,28652.309523809523,143.5095238095238,28795.819047619047
us.amazon.nova-2-lite-v1:0,250,keyword_top_10,210,0.23333333333333334,5.328571428571428,2.5761904761904764,0.8,10.0,0.6777777777777778,0.0,14.31904761904762,11.647619047619047,4970.914285714286,135.7904761904762,5106.704761904762
us.amazon.nova-2-lite-v1:0,250,keyword_top_5,210,0.20476190476190476,5.385714285714286,2.2095238095238097,1.4857142857142858,5.0,0.5507936507936508,0.0,7.185714285714286,6.066666666666666,2892.309523809524,130.21904761904761,3022.5285714285715
us.amazon.nova-2-lite-v1:0,250,state_aware,210,0.0,6.0,4.033333333333333,0.0,57.2531746031746,1.0,0.0,106.12857142857143,76.28571428571429,28559.30476190476,143.4047619047619,28702.709523809524
us.amazon.nova-2-pro-preview-20251202-v1:0,25,all_tools,210,0.2714285714285714,5.276190476190476,3.3047619047619046,0.0,25.0,1.0,0.0,43.63809523809524,38.114285714285714,11163.504761904762,170.37142857142857,11333.87619047619
us.amazon.nova-2-pro-preview-20251202-v1:0,25,cmtf,210,0.7857142857142857,4.1761904761904765,0.9904761904761905,0.0,1.0,1.0,0.0,1.2380952380952381,0.0,956.9761904761905,142.33333333333334,1099.3095238095239
us.amazon.nova-2-pro-preview-20251202-v1:0,25,full_causal_path,210,0.20952380952380953,5.514285714285714,3.5619047619047617,0.0,4.6803968253968256,1.0,0.0,2.0952380952380953,1.1428571428571428,2799.1761904761906,151.02857142857144,2950.204761904762
us.amazon.nova-2-pro-preview-20251202-v1:0,25,keyword_top_10,210,0.07142857142857142,5.804761904761905,3.876190476190476,0.34285714285714286,10.0,0.8809523809523809,0.0,16.433333333333334,14.31904761904762,5370.247619047619,173.9952380952381,5544.242857142857
us.amazon.nova-2-pro-preview-20251202-v1:0,25,keyword_top_5,210,0.06190476190476191,5.857142857142857,3.3666666666666667,1.161904761904762,5.0,0.6714285714285714,0.0,7.857142857142857,6.257142857142857,3149.0857142857144,163.4047619047619,3312.4904761904763
us.amazon.nova-2-pro-preview-20251202-v1:0,25,state_aware,210,0.20952380952380953,5.538095238095238,3.5761904761904764,0.0,4.703730158730159,1.0,0.0,2.1333333333333333,1.1428571428571428,2817.733333333333,152.0142857142857,2969.747619047619
us.amazon.nova-2-pro-preview-20251202-v1:0,100,all_tools,210,0.02857142857142857,5.914285714285715,4.766666666666667,0.0,100.0,1.0,0.0,192.34285714285716,182.35714285714286,48128.76666666667,197.11428571428573,48325.880952380954
us.amazon.nova-2-pro-preview-20251202-v1:0,100,cmtf,210,0.7952380952380952,4.09047619047619,0.8952380952380953,0.0,1.0,1.0,0.0,1.180952380952381,0.0,936.5619047619048,139.10476190476192,1075.6666666666667
us.amazon.nova-2-pro-preview-20251202-v1:0,100,full_causal_path,210,0.12857142857142856,5.680952380952381,3.895238095238095,0.0,22.06801587301587,1.0,0.0,36.36666666666667,26.285714285714285,11291.8,163.56666666666666,11455.366666666667
us.amazon.nova-2-pro-preview-20251202-v1:0,100,keyword_top_10,210,0.09047619047619047,5.504761904761905,3.757142857142857,0.17142857142857143,10.0,0.7615079365079365,0.0,13.347619047619048,10.980952380952381,5138.852380952381,165.53809523809525,5304.390476190476
us.amazon.nova-2-pro-preview-20251202-v1:0,100,keyword_top_5,210,0.08095238095238096,5.685714285714286,3.3285714285714287,1.042857142857143,5.0,0.6523809523809524,0.0,7.728571428571429,6.128571428571429,3064.3142857142857,159.03809523809525,3223.352380952381
us.amazon.nova-2-pro-preview-20251202-v1:0,100,state_aware,210,0.12857142857142856,5.719047619047619,3.933333333333333,0.0,22.083015873015874,1.0,0.0,36.36666666666667,26.285714285714285,11310.780952380952,164.05714285714285,11474.838095238096
us.amazon.nova-2-pro-preview-20251202-v1:0,250,all_tools,210,0.0,6.0,4.747619047619048,0.0,250.0,1.0,0.0,499.7142857142857,455.5952380952381,121125.76666666666,194.44761904761904,121320.21428571429
us.amazon.nova-2-pro-preview-20251202-v1:0,250,cmtf,210,0.7857142857142857,3.9571428571428573,0.8857142857142857,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,1.1523809523809523,0.0,904.2476190476191,135.3190476190476,1039.5666666666666
us.amazon.nova-2-pro-preview-20251202-v1:0,250,full_causal_path,210,0.05714285714285714,5.866666666666666,4.204761904761905,0.0,56.50198412698413,1.0,0.0,107.6,76.28571428571429,28091.057142857142,164.67619047619047,28255.733333333334
us.amazon.nova-2-pro-preview-20251202-v1:0,250,keyword_top_10,210,0.047619047619047616,5.833333333333333,3.880952380952381,0.45714285714285713,10.0,0.7666666666666667,0.0,15.728571428571428,13.1,5451.728571428572,181.96190476190475,5633.690476190476
us.amazon.nova-2-pro-preview-20251202-v1:0,250,keyword_top_5,210,0.02857142857142857,5.880952380952381,3.5285714285714285,1.0952380952380953,5.0,0.6396825396825397,0.0,8.052380952380952,6.604761904761904,3167.4,167.71428571428572,3335.114285714286
us.amazon.nova-2-pro-preview-20251202-v1:0,250,state_aware,210,0.05714285714285714,5.852380952380952,4.185714285714286,0.0,56.49166666666666,1.0,0.0,107.6,76.28571428571429,28081.77619047619,165.03333333333333,28246.809523809523
us.amazon.nova-premier-v1:0,25,all_tools,210,0.21904761904761905,5.319047619047619,3.176190476190476,0.01904761904761905,25.0,1.0,0.0,43.661904761904765,35.56190476190476,12517.02380952381,161.2904761904762,12678.314285714287
us.amazon.nova-premier-v1:0,25,cmtf,210,0.8,3.742857142857143,0.9428571428571428,0.0,1.0,1.0,0.0,0.4,0.0,882.2857142857143,153.43809523809523,1035.7238095238095
us.amazon.nova-premier-v1:0,25,full_causal_path,210,0.004761904761904762,5.9904761904761905,4.580952380952381,0.0,4.341746031746031,1.0,0.0,2.0095238095238095,1.1047619047619048,3045.5809523809526,177.8904761904762,3223.4714285714285
us.amazon.nova-premier-v1:0,25,keyword_top_10,210,0.13333333333333333,5.333333333333333,3.2142857142857144,0.09523809523809523,10.0,0.7865079365079365,0.0,14.928571428571429,11.976190476190476,5438.7,145.27619047619046,5583.976190476191
us.amazon.nova-premier-v1:0,25,keyword_top_5,210,0.10476190476190476,5.814285714285714,4.09047619047619,0.12857142857142856,5.0,0.6523015873015873,0.0,7.752380952380952,5.904761904761905,3410.247619047619,197.2952380952381,3607.542857142857
us.amazon.nova-premier-v1:0,25,state_aware,210,0.004761904761904762,5.9523809523809526,4.552380952380952,0.0,4.348492063492063,0.9952380952380953,0.004761904761904762,1.9761904761904763,1.1428571428571428,3038.195238095238,174.09047619047618,3212.285714285714
us.amazon.nova-premier-v1:0,100,all_tools,210,0.24285714285714285,4.576190476190476,2.342857142857143,0.023809523809523808,100.0,1.0,0.0,150.7095238095238,138.13333333333333,42227.247619047615,107.38571428571429,42334.63333333333
us.amazon.nova-premier-v1:0,100,cmtf,210,0.7952380952380952,3.7523809523809524,0.9571428571428572,0.0,1.0,1.0,0.0,0.4,0.0,884.6666666666666,156.34285714285716,1041.009523809524
us.amazon.nova-premier-v1:0,100,full_causal_path,210,0.01904761904761905,5.923809523809524,4.4904761904761905,0.0,18.996984126984124,1.0,0.0,28.11904761904762,24.02857142857143,10978.77619047619,197.77142857142857,11176.547619047618
us.amazon.nova-premier-v1:0,100,keyword_top_10,210,0.14285714285714285,5.371428571428571,3.414285714285714,0.0761904761904762,10.0,0.6652380952380952,0.0,14.533333333333333,12.052380952380952,5549.6809523809525,143.26190476190476,5692.942857142857
us.amazon.nova-premier-v1:0,100,keyword_top_5,210,0.14285714285714285,5.719047619047619,4.095238095238095,0.0380952380952381,5.0,0.5907936507936508,0.0,7.895238095238096,6.238095238095238,3363.1619047619047,197.16666666666666,3560.3285714285716
us.amazon.nova-premier-v1:0,100,state_aware,210,0.01904761904761905,5.923809523809524,4.5095238095238095,0.0,19.069285714285712,1.0,0.0,27.0,22.9,10910.966666666667,188.66190476190476,11099.628571428571
us.amazon.nova-premier-v1:0,250,all_tools,210,0.3333333333333333,4.557142857142857,2.157142857142857,0.009523809523809525,250.0,1.0,0.0,362.0952380952381,323.66190476190474,106141.99523809523,110.05238095238096,106252.04761904762
us.amazon.nova-premier-v1:0,250,cmtf,210,0.7857142857142857,3.623809523809524,0.9,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.4,0.0,853.6714285714286,163.9,1017.5714285714286
us.amazon.nova-premier-v1:0,250,full_causal_path,210,0.004761904761904762,5.957142857142857,4.504761904761905,0.0,44.28571428571428,1.0,0.0,55.10952380952381,51.023809523809526,25062.309523809523,190.26666666666668,25252.57619047619
us.amazon.nova-premier-v1:0,250,keyword_top_10,210,0.14761904761904762,5.266666666666667,3.2857142857142856,0.07142857142857142,10.0,0.6573809523809524,0.0,14.457142857142857,12.028571428571428,5460.566666666667,140.43809523809523,5601.004761904762
us.amazon.nova-premier-v1:0,250,keyword_top_5,210,0.08571428571428572,5.833333333333333,4.304761904761905,0.0380952380952381,5.0,0.6165873015873016,0.0,8.114285714285714,6.3,3436.5714285714284,201.33333333333334,3637.904761904762
us.amazon.nova-premier-v1:0,250,state_aware,210,0.0,5.904761904761905,4.466666666666667,0.0,43.48031746031745,1.0,0.0,45.06190476190476,35.93809523809524,23922.24761904762,183.53809523809525,24105.785714285714
us.anthropic.claude-haiku-4-5-20251001-v1:0,25,all_tools,210,0.3952380952380952,5.219047619047619,2.3333333333333335,0.2,25.0,1.0,0.0,43.39047619047619,38.142857142857146,11815.280952380952,400.5904761904762,12215.871428571429
us.anthropic.claude-haiku-4-5-20251001-v1:0,25,cmtf,210,1.0,3.4761904761904763,0.0761904761904762,0.0,1.0,1.0,0.0,0.6,0.0,712.8,183.88571428571427,896.6857142857143
us.anthropic.claude-haiku-4-5-20251001-v1:0,25,full_causal_path,210,0.3380952380952381,5.104761904761904,2.8047619047619046,0.0,4.661825396825397,1.0,0.0,2.6952380952380954,0.6857142857142857,2578.961904761905,249.97619047619048,2828.9380952380952
us.anthropic.claude-haiku-4-5-20251001-v1:0,25,keyword_top_10,210,0.34285714285714286,5.085714285714285,2.776190476190476,0.30952380952380953,10.0,0.7684920634920634,0.0,14.104761904761904,12.123809523809523,4904.352380952381,261.23809523809524,5165.590476190476
us.anthropic.claude-haiku-4-5-20251001-v1:0,25,keyword_top_5,210,0.37142857142857144,4.961904761904762,2.033333333333333,1.138095238095238,5.0,0.5784920634920635,0.0,6.4523809523809526,5.880952380952381,2695.8571428571427,277.20952380952383,2973.0666666666666
us.anthropic.claude-haiku-4-5-20251001-v1:0,25,state_aware,210,0.3380952380952381,5.114285714285714,2.8095238095238093,0.0,4.657936507936507,1.0,0.0,2.704761904761905,0.7238095238095238,2573.5714285714284,255.34761904761905,2828.9190476190474
us.anthropic.claude-haiku-4-5-20251001-v1:0,100,all_tools,210,0.19523809523809524,5.609523809523809,3.4,0.004761904761904762,100.0,1.0,0.0,189.98095238095237,177.1095238095238,49421.84285714286,599.2238095238096,50021.066666666666
us.anthropic.claude-haiku-4-5-20251001-v1:0,100,cmtf,210,1.0,3.4952380952380953,0.09523809523809523,0.0,1.0,1.0,0.0,0.6,0.0,716.3619047619047,187.91904761904763,904.2809523809524
us.anthropic.claude-haiku-4-5-20251001-v1:0,100,full_causal_path,210,0.30952380952380953,5.180952380952381,2.961904761904762,0.0,23.665555555555553,1.0,0.0,39.833333333333336,17.947619047619046,12247.261904761905,312.0047619047619,12559.266666666666
us.anthropic.claude-haiku-4-5-20251001-v1:0,100,keyword_top_10,210,0.3142857142857143,5.180952380952381,2.6619047619047618,0.5761904761904761,10.0,0.667936507936508,0.0,13.895238095238096,12.252380952380953,5045.409523809524,312.76666666666665,5358.176190476191
us.anthropic.claude-haiku-4-5-20251001-v1:0,100,keyword_top_5,210,0.34285714285714286,5.019047619047619,1.9904761904761905,1.2857142857142858,5.0,0.5317460317460317,0.0,6.838095238095238,6.276190476190476,2733.9714285714285,307.96666666666664,3041.9380952380952
us.anthropic.claude-haiku-4-5-20251001-v1:0,100,state_aware,210,0.3047619047619048,5.2,2.9952380952380953,0.0,23.42825396825397,1.0,0.0,42.08571428571429,19.13809523809524,12268.980952380953,315.8333333333333,12584.814285714287
us.anthropic.claude-haiku-4-5-20251001-v1:0,250,all_tools,210,0.3047619047619048,5.438095238095238,2.8523809523809525,0.06666666666666667,250.0,1.0,0.0,457.29047619047617,407.55238095238093,119012.21428571429,493.1952380952381,119505.40952380952
us.anthropic.claude-haiku-4-5-20251001-v1:0,250,cmtf,210,0.9666666666666667,3.4285714285714284,0.1761904761904762,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.5714285714285714,0.0,700.0,204.14285714285714,904.1428571428571
us.anthropic.claude-haiku-4-5-20251001-v1:0,250,full_causal_path,210,0.3238095238095238,5.1761904761904765,2.9,0.0,60.209603174603174,1.0,0.0,108.6952380952381,53.75238095238095,30611.704761904763,303.3904761904762,30915.095238095237
us.anthropic.claude-haiku-4-5-20251001-v1:0,250,keyword_top_10,210,0.3142857142857143,5.266666666666667,2.6476190476190475,0.7047619047619048,10.0,0.6637301587301587,0.0,14.066666666666666,12.261904761904763,5132.390476190476,327.27142857142854,5459.661904761905
us.anthropic.claude-haiku-4-5-20251001-v1:0,250,keyword_top_5,210,0.34285714285714286,4.995238095238095,1.938095238095238,1.319047619047619,5.0,0.5361111111111111,0.0,6.8,6.257142857142857,2720.3809523809523,323.72857142857146,3044.109523809524
us.anthropic.claude-haiku-4-5-20251001-v1:0,250,state_aware,210,0.319047619047619,5.20952380952381,2.919047619047619,0.0,61.294841269841264,1.0,0.0,119.27142857142857,55.56666666666667,31282.061904761904,317.64285714285717,31599.704761904763
us.anthropic.claude-opus-4-8,25,all_tools,210,0.9333333333333333,3.5,0.23333333333333334,0.0,25.0,1.0,0.0,28.952380952380953,24.452380952380953,10920.77619047619,143.0952380952381,11063.871428571429
us.anthropic.claude-opus-4-8,25,cmtf,210,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,972.0,135.47619047619048,1107.4761904761904
us.anthropic.claude-opus-4-8,25,full_causal_path,210,1.0,3.4380952380952383,0.0,0.0,4.572857142857143,1.0,0.0,1.9,0.34285714285714286,2419.9,130.77142857142857,2550.6714285714284
us.anthropic.claude-opus-4-8,25,keyword_top_10,210,0.6857142857142857,4.071428571428571,0.9095238095238095,0.3047619047619048,10.0,0.7007936507936507,0.0,11.871428571428572,10.271428571428572,5433.314285714286,207.16666666666666,5640.480952380953
us.anthropic.claude-opus-4-8,25,keyword_top_5,210,0.5714285714285714,3.842857142857143,0.5380952380952381,1.0047619047619047,5.0,0.5823809523809523,0.0,5.5095238095238095,4.938095238095238,2889.538095238095,203.1904761904762,3092.7285714285713
us.anthropic.claude-opus-4-8,25,state_aware,210,1.0,3.433333333333333,0.004761904761904762,0.0,4.560634920634921,1.0,0.0,1.8666666666666667,0.34285714285714286,2402.961904761905,130.95714285714286,2533.9190476190474
us.anthropic.claude-opus-4-8,100,all_tools,210,0.7904761904761904,4.076190476190476,1.0380952380952382,0.023809523809523808,100.0,1.0,0.0,151.0,124.10952380952381,49816.70952380952,192.24285714285713,50008.95238095238
us.anthropic.claude-opus-4-8,100,cmtf,210,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,972.0,135.37142857142857,1107.3714285714286
us.anthropic.claude-opus-4-8,100,full_causal_path,210,0.9571428571428572,3.533333333333333,0.18571428571428572,0.0,21.259047619047617,1.0,0.0,28.185714285714287,10.142857142857142,9845.42857142857,145.46190476190475,9990.890476190476
us.anthropic.claude-opus-4-8,100,keyword_top_10,210,0.6285714285714286,4.019047619047619,0.8761904761904762,0.6142857142857143,10.0,0.6066666666666666,0.0,11.738095238095237,10.338095238095239,5438.971428571429,223.64285714285714,5662.614285714286
us.anthropic.claude-opus-4-8,100,keyword_top_5,210,0.5428571428571428,3.9,0.7238095238095238,1.0714285714285714,5.0,0.5377777777777778,0.0,5.852380952380952,5.309523809523809,2940.6,216.97142857142856,3157.5714285714284
us.anthropic.claude-opus-4-8,100,state_aware,210,0.9714285714285714,3.5095238095238095,0.14761904761904762,0.0,21.147936507936507,1.0,0.0,27.29047619047619,9.39047619047619,9681.109523809524,142.82380952380953,9823.933333333332
us.anthropic.claude-opus-4-8,250,all_tools,210,0.6904761904761905,4.023809523809524,1.0285714285714285,0.2,244.04761904761904,0.9761904761904762,0.023809523809523808,388.9428571428571,339.5809523809524,122398.6619047619,189.36190476190475,122588.02380952382
us.anthropic.claude-opus-4-8,250,cmtf,210,0.9714285714285714,3.257142857142857,0.0,0.0,0.9714285714285714,0.9714285714285714,0.02857142857142857,0.5714285714285714,0.0,928.6285714285714,129.48095238095237,1058.1095238095238
us.anthropic.claude-opus-4-8,250,full_causal_path,210,0.9047619047619048,3.657142857142857,0.4,0.0,55.06515873015873,1.0,0.0,95.47619047619048,61.05238095238095,27528.004761904762,155.4142857142857,27683.41904761905
us.anthropic.claude-opus-4-8,250,keyword_top_10,210,0.6238095238095238,3.9523809523809526,1.1666666666666667,0.23333333333333334,10.0,0.625,0.0,11.747619047619047,10.352380952380953,5349.571428571428,242.45238095238096,5592.023809523809
us.anthropic.claude-opus-4-8,250,keyword_top_5,210,0.5428571428571428,3.8,0.6714285714285714,1.0142857142857142,5.0,0.5466666666666666,0.0,5.733333333333333,5.190476190476191,2864.3190476190475,208.1904761904762,3072.5095238095237
us.anthropic.claude-opus-4-8,250,state_aware,210,0.9095238095238095,3.6857142857142855,0.4380952380952381,0.0,55.014126984126975,1.0,0.0,98.13809523809523,68.86666666666666,28128.733333333334,155.77142857142857,28284.504761904762
us.anthropic.claude-sonnet-4-6,25,all_tools,210,0.3476190476190476,4.995238095238095,2.9952380952380953,0.0,25.0,1.0,0.0,41.319047619047616,39.385714285714286,11307.461904761905,205.8904761904762,11513.352380952381
us.anthropic.claude-sonnet-4-6,25,cmtf,210,0.6714285714285714,4.076190476190476,1.0047619047619047,0.0,1.0,1.0,0.0,0.8,0.0,842.5809523809523,223.33333333333334,1065.9142857142858
us.anthropic.claude-sonnet-4-6,25,full_causal_path,210,0.21904761904761905,5.352380952380952,3.704761904761905,0.0,4.173015873015872,1.0,0.0,1.4857142857142858,1.1428571428571428,2411.004761904762,169.40952380952382,2580.4142857142856
us.anthropic.claude-sonnet-4-6,25,keyword_top_10,210,0.3619047619047619,5.0095238095238095,2.919047619047619,0.1619047619047619,10.0,0.7785714285714286,0.0,14.352380952380953,13.40952380952381,4836.247619047619,176.05238095238096,5012.3
us.anthropic.claude-sonnet-4-6,25,keyword_top_5,210,0.2,5.5,4.285714285714286,0.1619047619047619,5.0,0.665,0.0,7.057142857142857,6.6571428571428575,2977.5238095238096,320.5047619047619,3298.0285714285715
us.anthropic.claude-sonnet-4-6,25,state_aware,210,0.22380952380952382,5.3428571428571425,3.6857142857142855,0.0,4.173809523809524,1.0,0.0,1.4285714285714286,1.0857142857142856,2404.5619047619048,168.16666666666666,2572.7285714285713
us.anthropic.claude-sonnet-4-6,100,all_tools,210,0.4714285714285714,4.6380952380952385,2.276190476190476,0.0,100.0,1.0,0.0,156.0047619047619,140.6238095238095,40913.328571428574,141.48095238095237,41054.80952380953
us.anthropic.claude-sonnet-4-6,100,cmtf,210,0.6619047619047619,4.104761904761904,1.042857142857143,0.0,1.0,1.0,0.0,0.8,0.0,848.1238095238095,226.46666666666667,1074.5904761904762
us.anthropic.claude-sonnet-4-6,100,full_causal_path,210,0.28095238095238095,5.190476190476191,3.4285714285714284,0.0,18.694761904761904,1.0,0.0,23.095238095238095,20.266666666666666,8448.490476190476,154.88571428571427,8603.37619047619
us.anthropic.claude-sonnet-4-6,100,keyword_top_10,210,0.37142857142857144,5.033333333333333,2.8190476190476192,0.3523809523809524,10.0,0.6714285714285714,0.0,13.976190476190476,13.119047619047619,4908.561904761905,233.72857142857143,5142.2904761904765
