model,distractor_mix,method,n,success,steps,wrong_tool_count,premature_action_count,avg_tools_per_step,gold_exposure_rate,no_visible_rate,risky_visible_count,unauthorized_risky_visible_count,input_tokens,output_tokens,total_tokens
openai.gpt-oss-120b-1:0,mixed,keyword_top_5,90,0.3,3.522222222222222,0.9444444444444444,1.1333333333333333,3.6666666666666665,0.39537037037037037,0.26666666666666666,6.5,5.966666666666667,2025.2888888888888,954.0222222222222,2979.311111111111
openai.gpt-oss-120b-1:0,mixed,state_aware,90,0.2111111111111111,5.4,3.922222222222222,0.0,24.717592592592588,0.9888888888888889,0.011111111111111112,39.05555555555556,31.58888888888889,12358.966666666667,1079.6888888888889,13438.655555555555
openai.gpt-oss-120b-1:0,near_duplicate,all_tools,90,0.36666666666666664,5.222222222222222,3.188888888888889,0.0,125.0,1.0,0.0,36.55555555555556,33.6,54111.85555555556,1052.3333333333333,55164.188888888886
openai.gpt-oss-120b-1:0,near_duplicate,cmtf,90,1.0,3.477777777777778,0.07777777777777778,0.0,1.0,1.0,0.0,0.6333333333333333,0.0,890.4111111111112,841.7888888888889,1732.2
openai.gpt-oss-120b-1:0,near_duplicate,full_causal_path,90,0.2222222222222222,5.466666666666667,3.911111111111111,0.0,44.92907407407407,1.0,0.0,0.32222222222222224,0.0,22548.244444444445,1172.1,23720.344444444443
openai.gpt-oss-120b-1:0,near_duplicate,keyword_top_10,90,0.3111111111111111,5.133333333333334,1.8555555555555556,1.288888888888889,10.0,0.4638888888888889,0.0,5.911111111111111,5.133333333333334,5085.844444444445,1491.411111111111,6577.2555555555555
openai.gpt-oss-120b-1:0,near_duplicate,keyword_top_5,90,0.2222222222222222,5.133333333333334,1.8888888888888888,1.4111111111111112,5.0,0.34259259259259256,0.0,4.544444444444444,4.0777777777777775,2983.4222222222224,1552.1666666666667,4535.5888888888885
openai.gpt-oss-120b-1:0,near_duplicate,state_aware,90,0.23333333333333334,5.544444444444444,3.9,0.0,44.920370370370364,1.0,0.0,0.26666666666666666,0.0,22592.61111111111,1186.3,23778.911111111112
openai.gpt-oss-120b-1:0,premature,all_tools,90,0.28888888888888886,5.233333333333333,3.466666666666667,0.011111111111111112,125.0,1.0,0.0,585.0666666666667,556.6444444444444,54074.444444444445,957.4222222222222,55031.86666666667
openai.gpt-oss-120b-1:0,premature,cmtf,90,0.9333333333333333,3.1222222222222222,0.05555555555555555,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.5333333333333333,0.0,794.6555555555556,730.6333333333333,1525.2888888888888
openai.gpt-oss-120b-1:0,premature,full_causal_path,90,0.2222222222222222,5.455555555555556,3.9555555555555557,0.0,10.577962962962962,1.0,0.0,25.544444444444444,0.0,4281.2,1053.5222222222221,5334.722222222223
openai.gpt-oss-120b-1:0,premature,keyword_top_10,90,0.4777777777777778,4.9222222222222225,1.7,1.1444444444444444,10.0,0.637962962962963,0.0,31.344444444444445,27.68888888888889,4806.833333333333,1253.111111111111,6059.944444444444
openai.gpt-oss-120b-1:0,premature,keyword_top_5,90,0.37777777777777777,5.177777777777778,2.1777777777777776,1.0777777777777777,5.0,0.624074074074074,0.0,9.377777777777778,8.633333333333333,2922.8888888888887,1284.411111111111,4207.3
openai.gpt-oss-120b-1:0,premature,state_aware,90,0.2111111111111111,5.622222222222222,4.0777777777777775,0.0,10.199814814814815,1.0,0.0,30.022222222222222,0.0,4739.711111111111,1128.2444444444445,5867.955555555555
openai.gpt-oss-120b-1:0,risky,all_tools,90,0.34444444444444444,5.066666666666666,3.1333333333333333,0.0,119.44444444444444,0.9777777777777777,0.022222222222222223,544.9,498.34444444444443,48063.42222222222,1104.6888888888889,49168.11111111111
openai.gpt-oss-120b-1:0,risky,cmtf,90,0.9666666666666667,3.422222222222222,0.12222222222222222,0.0,0.9777777777777777,0.9777777777777777,0.022222222222222223,0.6333333333333333,0.0,876.0444444444445,883.8444444444444,1759.888888888889
openai.gpt-oss-120b-1:0,risky,full_causal_path,90,0.2,5.1,3.6555555555555554,0.0,28.879629629629626,0.9333333333333333,0.06666666666666667,149.67777777777778,144.38888888888889,13474.08888888889,1072.2333333333333,14546.322222222223
openai.gpt-oss-120b-1:0,risky,keyword_top_10,90,0.4444444444444444,4.477777777777778,2.111111111111111,0.06666666666666667,9.222222222222221,0.7796296296296297,0.07777777777777778,12.011111111111111,10.11111111111111,4250.066666666667,1063.4444444444443,5313.511111111111
openai.gpt-oss-120b-1:0,risky,keyword_top_5,90,0.4222222222222222,4.611111111111111,1.6,1.1555555555555554,4.611111111111111,0.5796296296296296,0.07777777777777778,6.311111111111111,5.555555555555555,2607.811111111111,1101.6777777777777,3709.488888888889
openai.gpt-oss-120b-1:0,risky,state_aware,90,0.2111111111111111,5.366666666666666,3.9,0.0,35.00759259259259,0.9666666666666667,0.03333333333333333,191.1888888888889,172.8111111111111,16718.37777777778,1153.4777777777779,17871.855555555554
openai.gpt-oss-120b-1:0,schema_compatible,all_tools,90,0.32222222222222224,5.133333333333334,3.3,0.0,123.61111111111111,0.9777777777777777,0.022222222222222223,35.93333333333333,33.44444444444444,59759.73333333333,940.5444444444445,60700.27777777778
openai.gpt-oss-120b-1:0,schema_compatible,cmtf,90,1.0,3.4444444444444446,0.044444444444444446,0.0,1.0,1.0,0.0,0.6222222222222222,0.0,881.4333333333333,834.3222222222222,1715.7555555555555
openai.gpt-oss-120b-1:0,schema_compatible,full_causal_path,90,0.16666666666666666,5.155555555555556,3.7555555555555555,0.0,5.499074074074074,0.9333333333333333,0.06666666666666667,0.2777777777777778,0.0,3521.311111111111,980.2111111111111,4501.522222222222
openai.gpt-oss-120b-1:0,schema_compatible,keyword_top_10,90,0.4444444444444444,4.6,2.2888888888888888,0.0,9.444444444444445,0.7944444444444444,0.05555555555555555,9.2,7.966666666666667,4546.2555555555555,982.4444444444445,5528.7
openai.gpt-oss-120b-1:0,schema_compatible,keyword_top_5,90,0.37777777777777777,4.866666666666666,1.8111111111111111,1.2,4.833333333333333,0.625,0.03333333333333333,5.455555555555556,4.722222222222222,2823.5444444444443,1061.8444444444444,3885.3888888888887
openai.gpt-oss-120b-1:0,schema_compatible,state_aware,90,0.14444444444444443,5.322222222222222,3.911111111111111,0.0,4.836111111111111,0.9444444444444444,0.05555555555555555,0.25555555555555554,0.0,3185.0666666666666,1057.3111111111111,4242.377777777778
openai.gpt-oss-120b-1:0,semantic,all_tools,90,0.2777777777777778,5.3,3.488888888888889,0.0,125.0,1.0,0.0,37.1,35.0,55040.91111111111,1021.4777777777778,56062.38888888889
openai.gpt-oss-120b-1:0,semantic,cmtf,90,0.9888888888888889,3.411111111111111,0.03333333333333333,0.0,1.0,1.0,0.0,0.5888888888888889,0.0,871.9333333333333,787.9111111111112,1659.8444444444444
openai.gpt-oss-120b-1:0,semantic,full_causal_path,90,0.2111111111111111,5.477777777777778,3.966666666666667,0.0,44.93685185185185,1.0,0.0,0.3,0.0,22739.833333333332,1152.888888888889,23892.722222222223
openai.gpt-oss-120b-1:0,semantic,keyword_top_10,90,0.43333333333333335,4.988888888888889,2.466666666666667,0.07777777777777778,10.0,0.8351851851851853,0.0,9.833333333333334,8.71111111111111,4741.077777777778,1070.411111111111,5811.488888888889
openai.gpt-oss-120b-1:0,semantic,keyword_top_5,90,0.37777777777777777,5.144444444444445,2.011111111111111,1.211111111111111,5.0,0.6305555555555555,0.0,6.955555555555556,6.122222222222222,2907.6111111111113,1142.5111111111112,4050.1222222222223
openai.gpt-oss-120b-1:0,semantic,state_aware,90,0.2111111111111111,5.477777777777778,3.888888888888889,0.0,44.96185185185185,1.0,0.0,0.2777777777777778,0.0,22122.588888888888,1186.2111111111112,23308.8
us.amazon.nova-2-lite-v1:0,cross_domain,all_tools,90,0.0,6.0,3.911111111111111,0.0,125.0,1.0,0.0,42.0,35.31111111111111,53816.6,158.77777777777777,53975.37777777778
us.amazon.nova-2-lite-v1:0,cross_domain,cmtf,90,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,91.94444444444444,859.1444444444444
us.amazon.nova-2-lite-v1:0,cross_domain,full_causal_path,90,0.0,6.0,4.033333333333333,0.0,4.057407407407408,1.0,0.0,0.7888888888888889,0.0,2673.633333333333,132.2,2805.8333333333335
us.amazon.nova-2-lite-v1:0,cross_domain,keyword_top_10,90,0.2,5.4,3.2,0.0,10.0,0.8259259259259258,0.0,12.6,9.366666666666667,4916.277777777777,122.22222222222223,5038.5
us.amazon.nova-2-lite-v1:0,cross_domain,keyword_top_5,90,0.2,5.4,2.4,1.2,5.0,0.6333333333333333,0.0,7.2,5.8,2866.1,126.81111111111112,2992.911111111111
us.amazon.nova-2-lite-v1:0,cross_domain,state_aware,90,0.0,6.0,4.033333333333333,0.0,4.051851851851852,1.0,0.0,0.7777777777777778,0.0,2671.088888888889,132.2,2803.288888888889
us.amazon.nova-2-lite-v1:0,mixed,all_tools,90,0.03333333333333333,5.955555555555556,3.577777777777778,0.0,125.0,1.0,0.0,247.64444444444445,194.25555555555556,60833.22222222222,166.5222222222222,60999.74444444444
us.amazon.nova-2-lite-v1:0,mixed,cmtf,90,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,93.91111111111111,861.1111111111111
us.amazon.nova-2-lite-v1:0,mixed,full_causal_path,90,0.0,6.0,3.8666666666666667,0.0,28.981481481481485,1.0,0.0,47.82222222222222,31.68888888888889,14857.722222222223,147.11111111111111,15004.833333333334
us.amazon.nova-2-lite-v1:0,mixed,keyword_top_10,90,0.2,5.222222222222222,2.3333333333333335,1.2444444444444445,10.0,0.5518518518518518,0.0,13.2,12.155555555555555,4941.3,140.9111111111111,5082.211111111111
us.amazon.nova-2-lite-v1:0,mixed,keyword_top_5,90,0.2,5.4,2.066666666666667,1.8666666666666667,5.0,0.43703703703703706,0.0,7.6,7.111111111111111,2930.177777777778,143.1888888888889,3073.366666666667
us.amazon.nova-2-lite-v1:0,mixed,state_aware,90,0.0,6.0,3.888888888888889,0.0,28.94814814814815,1.0,0.0,47.65555555555556,31.833333333333332,14841.777777777777,146.9777777777778,14988.755555555555
us.amazon.nova-2-lite-v1:0,near_duplicate,all_tools,90,0.0,6.0,4.222222222222222,0.0,125.0,1.0,0.0,42.0,37.56666666666667,61922.76666666667,157.43333333333334,62080.2
us.amazon.nova-2-lite-v1:0,near_duplicate,cmtf,90,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,92.7,859.9
us.amazon.nova-2-lite-v1:0,near_duplicate,full_causal_path,90,0.0,6.0,4.066666666666666,0.0,45.638888888888886,1.0,0.0,0.7555555555555555,0.0,23132.38888888889,142.76666666666668,23275.155555555557
us.amazon.nova-2-lite-v1:0,near_duplicate,keyword_top_10,90,0.2,5.4,2.066666666666667,1.8666666666666667,10.0,0.4666666666666667,0.0,6.2,5.4,5132.466666666666,129.66666666666666,5262.133333333333
us.amazon.nova-2-lite-v1:0,near_duplicate,keyword_top_5,90,0.2,5.4,1.8,2.2,5.0,0.36666666666666664,0.0,4.8,4.2,2950.5,132.16666666666666,3082.6666666666665
us.amazon.nova-2-lite-v1:0,near_duplicate,state_aware,90,0.0,6.0,4.0777777777777775,0.0,45.609259259259254,1.0,0.0,0.7666666666666667,0.0,23119.522222222222,141.45555555555555,23260.977777777778
us.amazon.nova-2-lite-v1:0,premature,all_tools,90,0.0,6.0,3.8666666666666667,0.0,125.0,1.0,0.0,666.0,509.34444444444443,60681.21111111111,147.22222222222223,60828.433333333334
us.amazon.nova-2-lite-v1:0,premature,cmtf,90,0.9333333333333333,3.066666666666667,0.0,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.5333333333333333,0.0,688.2,81.43333333333334,769.6333333333333
us.amazon.nova-2-lite-v1:0,premature,full_causal_path,90,0.0,6.0,4.022222222222222,0.0,17.738888888888887,1.0,0.0,83.05555555555556,0.0,9241.288888888888,133.01111111111112,9374.3
us.amazon.nova-2-lite-v1:0,premature,keyword_top_10,90,0.4,4.988888888888889,1.788888888888889,1.2,10.0,0.6444444444444445,0.0,31.744444444444444,27.466666666666665,4673.033333333334,155.8,4828.833333333333
us.amazon.nova-2-lite-v1:0,premature,keyword_top_5,90,0.2111111111111111,5.366666666666666,2.3555555555555556,1.2,5.0,0.6148148148148148,0.0,9.566666666666666,8.311111111111112,2846.177777777778,141.26666666666668,2987.4444444444443
us.amazon.nova-2-lite-v1:0,premature,state_aware,90,0.0,6.0,4.033333333333333,0.0,17.470370370370368,1.0,0.0,81.44444444444444,0.0,9112.433333333332,132.95555555555555,9245.388888888889
us.amazon.nova-2-lite-v1:0,risky,all_tools,90,0.0,6.0,3.7888888888888888,0.0,125.0,1.0,0.0,666.0,565.9333333333333,57562.22222222222,157.4777777777778,57719.7
us.amazon.nova-2-lite-v1:0,risky,cmtf,90,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,92.41111111111111,859.6111111111111
us.amazon.nova-2-lite-v1:0,risky,full_causal_path,90,0.0,6.0,4.044444444444444,0.0,38.709259259259255,1.0,0.0,208.7888888888889,208.0,18267.144444444446,140.9111111111111,18408.055555555555
us.amazon.nova-2-lite-v1:0,risky,keyword_top_10,90,0.2,5.4,3.2,0.0,10.0,0.837037037037037,0.0,15.0,10.066666666666666,4913.9111111111115,121.84444444444445,5035.7555555555555
us.amazon.nova-2-lite-v1:0,risky,keyword_top_5,90,0.2,5.4,2.4,1.2,5.0,0.625925925925926,0.0,7.2,5.844444444444444,2866.0777777777776,126.86666666666666,2992.9444444444443
us.amazon.nova-2-lite-v1:0,risky,state_aware,90,0.0,6.0,4.022222222222222,0.0,38.70740740740741,1.0,0.0,208.77777777777777,208.0,18266.222222222223,139.15555555555557,18405.37777777778
us.amazon.nova-2-lite-v1:0,schema_compatible,all_tools,90,0.0,6.0,3.7333333333333334,0.0,125.0,1.0,0.0,42.0,35.46666666666667,70042.35555555555,156.53333333333333,70198.88888888889
us.amazon.nova-2-lite-v1:0,schema_compatible,cmtf,90,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,92.33333333333333,859.5333333333333
us.amazon.nova-2-lite-v1:0,schema_compatible,full_causal_path,90,0.0,6.0,4.033333333333333,0.0,17.916666666666664,1.0,0.0,0.7666666666666667,0.0,10574.166666666666,134.6888888888889,10708.855555555556
us.amazon.nova-2-lite-v1:0,schema_compatible,keyword_top_10,90,0.2,5.4,3.2,0.0,10.0,0.8296296296296297,0.0,11.0,7.733333333333333,5107.888888888889,127.02222222222223,5234.9111111111115
us.amazon.nova-2-lite-v1:0,schema_compatible,keyword_top_5,90,0.2,5.4,2.4,1.2,5.0,0.6185185185185185,0.0,6.0,4.688888888888889,2938.0555555555557,126.68888888888888,3064.7444444444445
us.amazon.nova-2-lite-v1:0,schema_compatible,state_aware,90,0.0,6.0,4.022222222222222,0.0,17.929629629629627,1.0,0.0,0.7888888888888889,0.0,10580.066666666668,134.06666666666666,10714.133333333333
us.amazon.nova-2-lite-v1:0,semantic,all_tools,90,0.0,6.0,4.022222222222222,0.0,125.0,1.0,0.0,42.0,38.34444444444444,61302.52222222222,167.8,61470.322222222225
us.amazon.nova-2-lite-v1:0,semantic,cmtf,90,1.0,3.4,0.0,0.0,1.0,1.0,0.0,0.6,0.0,767.2,93.47777777777777,860.6777777777778
us.amazon.nova-2-lite-v1:0,semantic,full_causal_path,90,0.0,6.0,3.9555555555555557,0.0,45.68148148148148,1.0,0.0,0.8222222222222222,0.0,22904.17777777778,145.76666666666668,23049.944444444445
us.amazon.nova-2-lite-v1:0,semantic,keyword_top_10,90,0.2111111111111111,5.388888888888889,3.1666666666666665,0.0,10.0,0.8185185185185185,0.0,10.188888888888888,8.633333333333333,4912.777777777777,121.84444444444445,5034.622222222222
us.amazon.nova-2-lite-v1:0,semantic,keyword_top_5,90,0.2,5.4,2.4,1.2,5.0,0.6296296296296297,0.0,7.2,5.822222222222222,2866.088888888889,126.94444444444444,2993.0333333333333
us.amazon.nova-2-lite-v1:0,semantic,state_aware,90,0.0,6.0,3.977777777777778,0.0,45.66481481481481,1.0,0.0,0.8333333333333334,0.0,22896.5,145.61111111111111,23042.11111111111
us.amazon.nova-2-pro-preview-20251202-v1:0,cross_domain,all_tools,90,0.06666666666666667,5.8,4.2555555555555555,0.0,125.0,1.0,0.0,40.6,37.56666666666667,53394.03333333333,188.55555555555554,53582.58888888889
us.amazon.nova-2-pro-preview-20251202-v1:0,cross_domain,cmtf,90,0.7888888888888889,4.088888888888889,0.9,0.0,1.0,1.0,0.0,1.2333333333333334,0.0,936.0333333333333,138.03333333333333,1074.0666666666666
us.amazon.nova-2-pro-preview-20251202-v1:0,cross_domain,full_causal_path,90,0.06666666666666667,5.8,3.933333333333333,0.0,3.8925925925925924,1.0,0.0,0.8,0.0,2537.4222222222224,156.34444444444443,2693.766666666667
us.amazon.nova-2-pro-preview-20251202-v1:0,cross_domain,keyword_top_10,90,0.0,6.0,4.4,0.0,10.0,0.9666666666666667,0.0,14.4,12.0,5472.4,187.07777777777778,5659.477777777778
us.amazon.nova-2-pro-preview-20251202-v1:0,cross_domain,keyword_top_5,90,0.044444444444444446,5.911111111111111,3.466666666666667,1.2,5.0,0.7666666666666667,0.0,8.311111111111112,6.711111111111111,3149.2444444444445,162.43333333333334,3311.677777777778
us.amazon.nova-2-pro-preview-20251202-v1:0,cross_domain,state_aware,90,0.06666666666666667,5.8,3.933333333333333,0.0,3.888888888888889,1.0,0.0,0.8,0.0,2535.6666666666665,157.56666666666666,2693.233333333333
us.amazon.nova-2-pro-preview-20251202-v1:0,mixed,all_tools,90,0.1,5.777777777777778,4.2444444444444445,0.0,125.0,1.0,0.0,246.22222222222223,236.5222222222222,60440.76666666667,193.98888888888888,60634.75555555556
us.amazon.nova-2-pro-preview-20251202-v1:0,mixed,cmtf,90,0.7777777777777778,4.166666666666667,0.9888888888888889,0.0,1.0,1.0,0.0,1.1888888888888889,0.0,954.2777777777778,141.66666666666666,1095.9444444444443
us.amazon.nova-2-pro-preview-20251202-v1:0,mixed,full_causal_path,90,0.26666666666666666,5.311111111111111,3.477777777777778,0.0,25.96074074074074,1.0,0.0,45.71111111111111,34.0,12883.277777777777,158.5,13041.777777777777
us.amazon.nova-2-pro-preview-20251202-v1:0,mixed,keyword_top_10,90,0.0,5.666666666666667,3.8666666666666667,0.4,10.0,0.5666666666666667,0.0,13.4,11.266666666666667,5374.0,176.83333333333334,5550.833333333333
us.amazon.nova-2-pro-preview-20251202-v1:0,mixed,keyword_top_5,90,0.1,5.488888888888889,3.2444444444444445,0.7777777777777778,5.0,0.45555555555555555,0.0,7.355555555555555,5.7555555555555555,2992.8888888888887,160.46666666666667,3153.3555555555554
us.amazon.nova-2-pro-preview-20251202-v1:0,mixed,state_aware,90,0.28888888888888886,5.388888888888889,3.5,0.0,26.01166666666667,1.0,0.0,45.71111111111111,34.0,12919.955555555556,160.74444444444444,13080.7
us.amazon.nova-2-pro-preview-20251202-v1:0,near_duplicate,all_tools,90,0.06666666666666667,5.8,4.488888888888889,0.0,125.0,1.0,0.0,40.6,38.733333333333334,61491.77777777778,183.1888888888889,61674.96666666667
us.amazon.nova-2-pro-preview-20251202-v1:0,near_duplicate,cmtf,90,0.8555555555555555,4.033333333333333,0.7777777777777778,0.0,1.0,1.0,0.0,1.1555555555555554,0.0,922.4111111111112,137.84444444444443,1060.2555555555555
us.amazon.nova-2-pro-preview-20251202-v1:0,near_duplicate,full_causal_path,90,0.07777777777777778,5.844444444444444,4.033333333333333,0.0,45.46111111111111,1.0,0.0,0.7777777777777778,0.0,22994.6,168.6888888888889,23163.28888888889
us.amazon.nova-2-pro-preview-20251202-v1:0,near_duplicate,keyword_top_10,90,0.16666666666666666,5.555555555555555,2.922222222222222,1.2,10.0,0.4342592592592593,0.0,6.566666666666666,5.677777777777778,5286.111111111111,160.12222222222223,5446.233333333334
us.amazon.nova-2-pro-preview-20251202-v1:0,near_duplicate,keyword_top_5,90,0.0,6.0,3.6,1.2,5.0,0.36666666666666664,0.0,6.0,4.4,3287.6,172.7111111111111,3460.311111111111
us.amazon.nova-2-pro-preview-20251202-v1:0,near_duplicate,state_aware,90,0.06666666666666667,5.833333333333333,4.033333333333333,0.0,45.468518518518515,1.0,0.0,0.8,0.0,23000.522222222222,166.93333333333334,23167.455555555556
us.amazon.nova-2-pro-preview-20251202-v1:0,premature,all_tools,90,0.2,5.466666666666667,3.8,0.0,125.0,1.0,0.0,645.1333333333333,557.8,58345.066666666666,183.22222222222223,58528.28888888889
us.amazon.nova-2-pro-preview-20251202-v1:0,premature,cmtf,90,0.7444444444444445,3.7222222222222223,0.8444444444444444,0.0,0.9333333333333333,0.9333333333333333,0.06666666666666667,1.1222222222222222,0.0,849.1111111111111,126.07777777777778,975.1888888888889
us.amazon.nova-2-pro-preview-20251202-v1:0,premature,full_causal_path,90,0.06666666666666667,5.866666666666666,4.133333333333334,0.0,17.605555555555554,1.0,0.0,83.33333333333333,0.0,9092.4,159.9111111111111,9252.31111111111
us.amazon.nova-2-pro-preview-20251202-v1:0,premature,keyword_top_10,90,0.2111111111111111,4.988888888888889,2.8,0.6666666666666666,10.0,0.7537037037037037,0.0,30.433333333333334,26.466666666666665,4683.055555555556,156.67777777777778,4839.733333333334
us.amazon.nova-2-pro-preview-20251202-v1:0,premature,keyword_top_5,90,0.03333333333333333,5.7444444444444445,3.522222222222222,0.9222222222222223,5.0,0.7648148148148147,0.0,9.977777777777778,8.4,3055.722222222222,166.4,3222.1222222222223
us.amazon.nova-2-pro-preview-20251202-v1:0,premature,state_aware,90,0.07777777777777778,5.844444444444444,4.1,0.0,17.601296296296294,1.0,0.0,83.38888888888889,0.0,9087.211111111112,159.65555555555557,9246.866666666667
us.amazon.nova-2-pro-preview-20251202-v1:0,risky,all_tools,90,0.06666666666666667,5.8,4.466666666666667,0.0,125.0,1.0,0.0,663.8,629.4,57130.26666666667,184.42222222222222,57314.688888888886
us.amazon.nova-2-pro-preview-20251202-v1:0,risky,cmtf,90,0.7777777777777778,4.1,0.9222222222222223,0.0,1.0,1.0,0.0,1.2444444444444445,0.0,939.2555555555556,140.57777777777778,1079.8333333333333
us.amazon.nova-2-pro-preview-20251202-v1:0,risky,full_causal_path,90,0.0,6.0,4.4222222222222225,0.0,38.43703703703704,1.0,0.0,208.8,208.0,18135.088888888888,160.44444444444446,18295.533333333333
us.amazon.nova-2-pro-preview-20251202-v1:0,risky,keyword_top_10,90,0.0,6.0,4.4,0.0,10.0,0.9666666666666667,0.0,16.8,14.4,5470.0,178.57777777777778,5648.577777777778
us.amazon.nova-2-pro-preview-20251202-v1:0,risky,keyword_top_5,90,0.0,6.0,3.6,1.2,5.0,0.7574074074074074,0.0,8.4,6.911111111111111,3195.722222222222,163.65555555555557,3359.3777777777777
us.amazon.nova-2-pro-preview-20251202-v1:0,risky,state_aware,90,0.0,6.0,4.4222222222222225,0.0,38.43333333333333,1.0,0.0,208.8,208.0,18133.333333333332,160.33333333333334,18293.666666666668
us.amazon.nova-2-pro-preview-20251202-v1:0,schema_compatible,all_tools,90,0.13333333333333333,5.666666666666667,4.2555555555555555,0.0,125.0,1.0,0.0,39.666666666666664,38.733333333333334,69303.11111111111,186.9,69490.01111111112
us.amazon.nova-2-pro-preview-20251202-v1:0,schema_compatible,cmtf,90,0.7777777777777778,4.3,1.1222222222222222,0.0,1.0,1.0,0.0,1.2444444444444445,0.0,986.3222222222222,147.4111111111111,1133.7333333333333
us.amazon.nova-2-pro-preview-20251202-v1:0,schema_compatible,full_causal_path,90,0.3111111111111111,5.322222222222222,3.2111111111111112,0.0,17.632777777777775,1.0,0.0,0.5888888888888889,0.0,10187.888888888889,146.9111111111111,10334.8
us.amazon.nova-2-pro-preview-20251202-v1:0,schema_compatible,keyword_top_10,90,0.1,5.8,4.1,0.0,10.0,0.9666666666666667,0.0,12.6,10.2,5487.0,173.03333333333333,5660.033333333334
us.amazon.nova-2-pro-preview-20251202-v1:0,schema_compatible,keyword_top_5,90,0.12222222222222222,5.7444444444444445,3.1555555555555554,1.2,5.0,0.7222222222222222,0.0,6.944444444444445,5.344444444444444,3134.6444444444446,159.26666666666668,3293.911111111111
us.amazon.nova-2-pro-preview-20251202-v1:0,schema_compatible,state_aware,90,0.28888888888888886,5.411111111111111,3.3222222222222224,0.0,17.662592592592592,1.0,0.0,0.6,0.0,10229.677777777777,150.26666666666668,10379.944444444445
us.amazon.nova-2-pro-preview-20251202-v1:0,semantic,all_tools,90,0.06666666666666667,5.8,4.4,0.0,125.0,1.0,0.0,40.6,38.733333333333334,60870.4,190.9,61061.3
us.amazon.nova-2-pro-preview-20251202-v1:0,semantic,cmtf,90,0.8,4.111111111111111,0.9111111111111111,0.0,1.0,1.0,0.0,1.1444444444444444,0.0,940.7555555555556,140.82222222222222,1081.5777777777778
us.amazon.nova-2-pro-preview-20251202-v1:0,semantic,full_causal_path,90,0.13333333333333333,5.666666666666667,4.0,0.0,45.261111111111106,1.0,0.0,0.8,0.0,22594.066666666666,167.5,22761.566666666666
