model,method,menu_size,distractor_mix,task_id,domain,success,steps,wrong_tool_count,premature_action_count,avg_tools_per_step,gold_exposure_rate,no_visible_rate,risky_visible_count,unauthorized_risky_visible_count,input_tokens,output_tokens,total_tokens
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_delete_safe_004,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,116,2303
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_update_005,calendar,0,3,0,0,5.0,0.6666666666666666,0.0,3,3,2142,87,2229
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,email_reply_006,email,0,6,0,6,5.0,0.0,0.0,12,12,4578,226,4804
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_summary_007,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_share_008,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_delete_safe_009,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,116,2303
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_update_010,calendar,0,5,2,0,5.0,0.4,0.0,5,5,3580,149,3729
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,email_reply_011,email,0,6,0,6,5.0,0.0,0.0,12,12,4578,228,4806
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_summary_012,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_share_013,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_delete_safe_014,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,114,2301
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_update_015,calendar,0,4,1,0,5.0,0.5,0.0,4,4,2861,118,2979
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,email_reply_016,email,0,6,0,6,5.0,0.0,0.0,12,12,4578,228,4806
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_summary_017,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_share_018,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_delete_safe_019,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,114,2301
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_update_020,calendar,0,6,4,0,5.0,0.3333333333333333,0.0,6,6,4299,313,4612
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,email_reply_021,email,0,6,0,6,5.0,0.0,0.0,12,12,4578,226,4804
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_summary_022,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_share_023,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_delete_safe_024,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,116,2303
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_update_025,calendar,0,4,1,0,5.0,0.5,0.0,4,4,2861,118,2979
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,email_reply_026,email,0,6,0,6,5.0,0.0,0.0,12,12,4578,226,4804
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_summary_027,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,file_share_028,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,risky,calendar_delete_safe_029,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,116,2303
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_update_000,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,12,12,7605,514,8119
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,email_reply_001,email,1,5,0,0,10.0,0.8,0.0,15,12,6737,226,6963
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_summary_002,file,1,3,0,0,10.0,1.0,0.0,3,3,3696,97,3793
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_share_003,file,1,3,0,0,10.0,0.6666666666666666,0.0,9,6,4061,125,4186
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_delete_safe_004,calendar,1,3,0,0,10.0,1.0,0.0,15,10,3918,118,4036
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_update_005,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,12,12,7605,528,8133
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,email_reply_006,email,1,5,0,0,10.0,0.8,0.0,15,12,6737,226,6963
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_summary_007,file,1,3,0,0,10.0,1.0,0.0,3,3,3696,97,3793
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_share_008,file,1,3,0,0,10.0,0.6666666666666666,0.0,9,6,4061,125,4186
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_delete_safe_009,calendar,1,3,0,0,10.0,1.0,0.0,15,10,3918,118,4036
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_update_010,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,12,12,7605,500,8105
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,email_reply_011,email,1,5,0,0,10.0,0.8,0.0,15,12,6737,222,6959
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_summary_012,file,1,3,0,0,10.0,1.0,0.0,3,3,3696,97,3793
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_share_013,file,1,3,0,0,10.0,0.6666666666666666,0.0,9,6,4061,125,4186
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_delete_safe_014,calendar,1,3,0,0,10.0,1.0,0.0,15,10,3918,118,4036
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_update_015,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,12,12,7605,357,7962
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,email_reply_016,email,1,5,0,0,10.0,0.8,0.0,15,12,6737,211,6948
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_summary_017,file,1,3,0,0,10.0,1.0,0.0,3,3,3696,97,3793
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_share_018,file,1,3,0,0,10.0,0.6666666666666666,0.0,9,6,4061,125,4186
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_delete_safe_019,calendar,1,3,0,0,10.0,1.0,0.0,15,10,3918,118,4036
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_update_020,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,12,12,7605,353,7958
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,email_reply_021,email,1,5,0,0,10.0,0.8,0.0,15,12,6737,208,6945
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_summary_022,file,1,3,0,0,10.0,1.0,0.0,3,3,3696,97,3793
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_share_023,file,1,3,0,0,10.0,0.6666666666666666,0.0,9,6,4061,125,4186
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_delete_safe_024,calendar,1,3,0,0,10.0,1.0,0.0,15,10,3918,118,4036
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_update_025,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,12,12,7605,481,8086
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,email_reply_026,email,1,5,0,0,10.0,0.8,0.0,15,12,6737,208,6945
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_summary_027,file,1,3,0,0,10.0,1.0,0.0,3,3,3696,97,3793
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,file_share_028,file,1,3,0,0,10.0,0.6666666666666666,0.0,9,6,4061,125,4186
us.anthropic.claude-opus-4-8,keyword_top_10,25,risky,calendar_delete_safe_029,calendar,1,3,0,0,10.0,1.0,0.0,15,10,3918,118,4036
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_update_000,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,121,2448
us.anthropic.claude-opus-4-8,state_aware,25,risky,email_reply_001,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_summary_002,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_share_003,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_delete_safe_004,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_update_005,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,119,2446
us.anthropic.claude-opus-4-8,state_aware,25,risky,email_reply_006,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_summary_007,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_share_008,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_delete_safe_009,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_update_010,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,123,2450
us.anthropic.claude-opus-4-8,state_aware,25,risky,email_reply_011,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_summary_012,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_share_013,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_delete_safe_014,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_update_015,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,123,2450
us.anthropic.claude-opus-4-8,state_aware,25,risky,email_reply_016,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_summary_017,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_share_018,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_delete_safe_019,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_update_020,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,121,2448
us.anthropic.claude-opus-4-8,state_aware,25,risky,email_reply_021,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_summary_022,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_share_023,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_delete_safe_024,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_update_025,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,120,2447
us.anthropic.claude-opus-4-8,state_aware,25,risky,email_reply_026,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_summary_027,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,risky,file_share_028,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,state_aware,25,risky,calendar_delete_safe_029,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_update_000,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,119,2446
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,email_reply_001,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_summary_002,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,96,1295
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_share_003,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_delete_safe_004,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_update_005,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,122,2449
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,email_reply_006,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_summary_007,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_share_008,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_delete_safe_009,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_update_010,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,121,2448
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,email_reply_011,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_summary_012,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_share_013,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_delete_safe_014,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_update_015,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,121,2448
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,email_reply_016,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_summary_017,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_share_018,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_delete_safe_019,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_update_020,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,119,2446
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,email_reply_021,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,187,3947
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_summary_022,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_share_023,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_delete_safe_024,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_update_025,calendar,1,3,0,0,5.666666666666667,1.0,0.0,8,8,2327,119,2446
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,email_reply_026,email,1,5,0,0,5.0,1.0,0.0,3,0,3760,189,3949
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_summary_027,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,file_share_028,file,1,3,0,0,4.0,1.0,0.0,1,0,1868,125,1993
us.anthropic.claude-opus-4-8,full_causal_path,25,risky,calendar_delete_safe_029,calendar,1,3,0,0,6.666666666666667,1.0,0.0,9,4,2684,118,2802
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_update_000,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,120,953
us.anthropic.claude-opus-4-8,cmtf,25,risky,email_reply_001,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,222,1740
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_summary_002,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_share_003,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_delete_safe_004,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,116,977
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_update_005,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,120,953
us.anthropic.claude-opus-4-8,cmtf,25,risky,email_reply_006,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,220,1738
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_summary_007,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_share_008,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_delete_safe_009,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,118,979
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_update_010,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,118,951
us.anthropic.claude-opus-4-8,cmtf,25,risky,email_reply_011,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,244,1762
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_summary_012,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_share_013,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_delete_safe_014,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,116,977
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_update_015,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,126,959
us.anthropic.claude-opus-4-8,cmtf,25,risky,email_reply_016,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,222,1740
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_summary_017,file,1,3,0,0,1.0,1.0,0.0,0,0,772,96,868
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_share_018,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_delete_safe_019,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,116,977
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_update_020,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,120,953
us.anthropic.claude-opus-4-8,cmtf,25,risky,email_reply_021,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,247,1765
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_summary_022,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_share_023,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_delete_safe_024,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,116,977
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_update_025,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,123,956
us.anthropic.claude-opus-4-8,cmtf,25,risky,email_reply_026,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,224,1742
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_summary_027,file,1,3,0,0,1.0,1.0,0.0,0,0,772,96,868
us.anthropic.claude-opus-4-8,cmtf,25,risky,file_share_028,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,risky,calendar_delete_safe_029,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,118,979
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,calendar_update_000,calendar,0,6,5,0,25.0,1.0,0.0,66,66,13417,151,13568
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,email_reply_001,email,0,6,6,0,25.0,1.0,0.0,66,66,13476,591,14067
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,file_summary_002,file,1,3,0,0,25.0,1.0,0.0,33,33,6693,76,6769
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,file_share_003,file,1,3,0,0,25.0,1.0,0.0,33,22,6723,91,6814
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,calendar_delete_safe_004,calendar,0,6,5,0,25.0,1.0,0.0,66,66,13399,188,13587
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,calendar_update_005,calendar,0,6,5,0,25.0,1.0,0.0,66,66,13417,149,13566
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,email_reply_006,email,0,6,6,0,25.0,1.0,0.0,66,66,13476,588,14064
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,file_summary_007,file,1,3,0,0,25.0,1.0,0.0,33,33,6693,73,6766
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,file_share_008,file,1,4,1,0,25.0,1.0,0.0,44,33,8959,145,9104
us.anthropic.claude-sonnet-4-6,all_tools,25,risky,calendar_delete_safe_009,calendar,0,6,5,0,25.0,1.0,0.0,66,66,13399,252,13651
