model,method,menu_size,distractor_mix,task_id,domain,success,steps,wrong_tool_count,premature_action_count,avg_tools_per_step,gold_exposure_rate,no_visible_rate,risky_visible_count,unauthorized_risky_visible_count,input_tokens,output_tokens,total_tokens
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_update_010,calendar,0,6,4,0,5.0,0.3333333333333333,0.0,6,6,4299,628,4927
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,email_reply_011,email,0,6,0,6,5.0,0.0,0.0,24,24,4680,444,5124
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_summary_012,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_share_013,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_delete_safe_014,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,116,2303
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_update_015,calendar,0,5,2,0,5.0,0.4,0.0,5,5,3580,149,3729
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,email_reply_016,email,0,6,0,6,5.0,0.0,0.0,24,24,4680,435,5115
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_summary_017,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_share_018,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_delete_safe_019,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,114,2301
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_update_020,calendar,0,5,2,0,5.0,0.4,0.0,5,5,3580,149,3729
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,email_reply_021,email,0,6,0,6,5.0,0.0,0.0,24,24,4680,426,5106
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_summary_022,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_share_023,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_delete_safe_024,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,114,2301
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_update_025,calendar,0,4,1,0,5.0,0.5,0.0,4,4,2861,221,3082
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,email_reply_026,email,0,6,0,6,5.0,0.0,0.0,24,24,4680,413,5093
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_summary_027,file,1,3,0,0,5.0,1.0,0.0,3,3,2124,97,2221
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,file_share_028,file,1,3,0,0,5.0,0.6666666666666666,0.0,6,4,2375,125,2500
us.anthropic.claude-opus-4-8,keyword_top_5,25,premature,calendar_delete_safe_029,calendar,1,3,0,0,5.0,1.0,0.0,3,2,2187,116,2303
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_update_000,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,36,36,8121,262,8383
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,email_reply_001,email,0,6,0,6,10.0,0.0,0.0,36,36,8142,228,8370
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_summary_002,file,1,3,0,0,10.0,1.0,0.0,15,15,3906,97,4003
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_share_003,file,1,3,0,0,10.0,0.6666666666666666,0.0,21,14,4286,125,4411
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_delete_safe_004,calendar,1,3,0,0,10.0,1.0,0.0,15,10,4077,118,4195
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_update_005,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,36,36,8121,190,8311
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,email_reply_006,email,0,6,0,6,10.0,0.0,0.0,36,36,8142,232,8374
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_summary_007,file,1,3,0,0,10.0,1.0,0.0,15,15,3906,97,4003
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_share_008,file,1,3,0,0,10.0,0.6666666666666666,0.0,21,14,4286,125,4411
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_delete_safe_009,calendar,1,3,0,0,10.0,1.0,0.0,15,10,4077,118,4195
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_update_010,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,36,36,8121,190,8311
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,email_reply_011,email,0,6,0,6,10.0,0.0,0.0,36,36,8142,224,8366
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_summary_012,file,1,3,0,0,10.0,1.0,0.0,15,15,3906,97,4003
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_share_013,file,1,3,0,0,10.0,0.6666666666666666,0.0,21,14,4286,125,4411
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_delete_safe_014,calendar,1,3,0,0,10.0,1.0,0.0,15,10,4077,118,4195
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_update_015,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,36,36,8121,285,8406
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,email_reply_016,email,0,6,0,6,10.0,0.0,0.0,36,36,8142,228,8370
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_summary_017,file,1,3,0,0,10.0,1.0,0.0,15,15,3906,97,4003
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_share_018,file,1,3,0,0,10.0,0.6666666666666666,0.0,21,14,4286,125,4411
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_delete_safe_019,calendar,1,3,0,0,10.0,1.0,0.0,15,10,4077,118,4195
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_update_020,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,36,36,8121,190,8311
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,email_reply_021,email,0,6,0,6,10.0,0.0,0.0,36,36,8142,224,8366
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_summary_022,file,1,3,0,0,10.0,1.0,0.0,15,15,3906,97,4003
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_share_023,file,1,3,0,0,10.0,0.6666666666666666,0.0,21,14,4286,125,4411
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_delete_safe_024,calendar,1,3,0,0,10.0,1.0,0.0,15,10,4077,118,4195
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_update_025,calendar,0,6,4,0,10.0,0.3333333333333333,0.0,36,36,8121,341,8462
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,email_reply_026,email,0,6,0,6,10.0,0.0,0.0,36,36,8142,222,8364
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_summary_027,file,1,3,0,0,10.0,1.0,0.0,15,15,3906,97,4003
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,file_share_028,file,1,3,0,0,10.0,0.6666666666666666,0.0,21,14,4286,125,4411
us.anthropic.claude-opus-4-8,keyword_top_10,25,premature,calendar_delete_safe_029,calendar,1,3,0,0,10.0,1.0,0.0,15,10,4077,118,4195
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_update_000,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,123,1586
us.anthropic.claude-opus-4-8,state_aware,25,premature,email_reply_001,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_summary_002,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_share_003,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_delete_safe_004,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_update_005,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,119,1582
us.anthropic.claude-opus-4-8,state_aware,25,premature,email_reply_006,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_summary_007,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,96,1295
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_share_008,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_delete_safe_009,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_update_010,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,119,1582
us.anthropic.claude-opus-4-8,state_aware,25,premature,email_reply_011,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_summary_012,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_share_013,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_delete_safe_014,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_update_015,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,119,1582
us.anthropic.claude-opus-4-8,state_aware,25,premature,email_reply_016,email,1,5,0,0,5.6,1.0,0.0,6,0,4111,189,4300
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_summary_017,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_share_018,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_delete_safe_019,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_update_020,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,118,1581
us.anthropic.claude-opus-4-8,state_aware,25,premature,email_reply_021,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,190,4942
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_summary_022,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_share_023,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_delete_safe_024,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_update_025,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,119,1582
us.anthropic.claude-opus-4-8,state_aware,25,premature,email_reply_026,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_summary_027,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,state_aware,25,premature,file_share_028,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,state_aware,25,premature,calendar_delete_safe_029,calendar,1,4,0,0,4.5,1.0,0.0,1,0,2672,149,2821
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_update_000,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,119,1582
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,email_reply_001,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,190,4942
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_summary_002,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,96,1295
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_share_003,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_delete_safe_004,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_update_005,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,122,1585
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,email_reply_006,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_summary_007,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_share_008,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_delete_safe_009,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_update_010,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,112,1575
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,email_reply_011,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_summary_012,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_share_013,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_delete_safe_014,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_update_015,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,119,1582
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,email_reply_016,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_summary_017,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_share_018,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_delete_safe_019,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_update_020,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,112,1575
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,email_reply_021,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_summary_022,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_share_023,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_delete_safe_024,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_update_025,calendar,1,3,0,0,3.0,1.0,0.0,0,0,1463,119,1582
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,email_reply_026,email,1,5,0,0,6.6,1.0,0.0,11,0,4752,189,4941
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_summary_027,file,1,3,0,0,2.333333333333333,1.0,0.0,0,0,1199,97,1296
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,file_share_028,file,1,3,0,0,5.333333333333333,1.0,0.0,5,0,2364,125,2489
us.anthropic.claude-opus-4-8,full_causal_path,25,premature,calendar_delete_safe_029,calendar,1,3,0,0,4.0,1.0,0.0,1,0,1820,118,1938
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_update_000,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,121,954
us.anthropic.claude-opus-4-8,cmtf,25,premature,email_reply_001,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,219,1737
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_summary_002,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_share_003,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_delete_safe_004,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,118,979
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_update_005,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,120,953
us.anthropic.claude-opus-4-8,cmtf,25,premature,email_reply_006,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,244,1762
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_summary_007,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_share_008,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_delete_safe_009,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,116,977
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_update_010,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,120,953
us.anthropic.claude-opus-4-8,cmtf,25,premature,email_reply_011,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,219,1737
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_summary_012,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_share_013,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_delete_safe_014,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,118,979
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_update_015,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,123,956
us.anthropic.claude-opus-4-8,cmtf,25,premature,email_reply_016,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,204,1722
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_summary_017,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_share_018,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_delete_safe_019,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,116,977
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_update_020,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,123,956
us.anthropic.claude-opus-4-8,cmtf,25,premature,email_reply_021,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,204,1722
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_summary_022,file,1,3,0,0,1.0,1.0,0.0,0,0,772,97,869
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_share_023,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_delete_safe_024,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,118,979
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_update_025,calendar,1,3,0,0,1.0,1.0,0.0,0,0,833,123,956
us.anthropic.claude-opus-4-8,cmtf,25,premature,email_reply_026,email,1,5,0,0,1.0,1.0,0.0,1,0,1518,248,1766
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_summary_027,file,1,3,0,0,1.0,1.0,0.0,0,0,772,96,868
us.anthropic.claude-opus-4-8,cmtf,25,premature,file_share_028,file,1,3,0,0,1.0,1.0,0.0,1,0,876,119,995
us.anthropic.claude-opus-4-8,cmtf,25,premature,calendar_delete_safe_029,calendar,1,3,0,0,1.0,1.0,0.0,1,0,861,118,979
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,calendar_update_000,calendar,0,6,4,0,25.0,1.0,0.0,66,66,13451,161,13612
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,email_reply_001,email,0,6,3,0,25.0,1.0,0.0,66,66,13550,528,14078
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,file_summary_002,file,1,3,0,0,25.0,1.0,0.0,33,33,6705,73,6778
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,file_share_003,file,1,4,1,0,25.0,1.0,0.0,44,33,8975,354,9329
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,calendar_delete_safe_004,calendar,0,6,5,0,25.0,1.0,0.0,66,66,13423,188,13611
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,calendar_update_005,calendar,0,6,4,0,25.0,1.0,0.0,66,66,13461,158,13619
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,email_reply_006,email,0,6,4,0,25.0,1.0,0.0,66,66,13525,344,13869
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,file_summary_007,file,1,3,0,0,25.0,1.0,0.0,33,33,6705,76,6781
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,file_share_008,file,1,3,0,0,25.0,1.0,0.0,33,22,6735,91,6826
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,calendar_delete_safe_009,calendar,0,6,5,0,25.0,1.0,0.0,66,66,13423,159,13582
us.anthropic.claude-sonnet-4-6,all_tools,25,premature,calendar_update_010,calendar,0,6,4,0,25.0,1.0,0.0,66,66,13456,164,13620
